#front|back
銀|[yín] silver; 银行 yínháng bank
露|[lù] (=露水 lùshui) dew, show, reveal, betray<br /><br />[lòu] reveal
陣|[zhèn] battle array, {classifier for phases, spells etc.}>; 一阵风 yí zhèn fēng a short period of time
值|[zhí] (=值得 zhíde) be worth, (=价值 jiàzhí) value
班|[bān] class, work; 上班 shàngbān go to work; 值班 zhíbān be on duty
層|[céng] layer, level, storey
修|[xiū] repair, decorate; 修改 xiūgǎi revise
差|[chà] differ, wrong<br /><br />[chā] 差别 difference<br /><br />[chāi] 出差<br /><br />[cī] rank<br /><br />[cuō] stumble
味|[wèi] (=味道 wèidao) flavor, taste
織|[zhī] weave, knit; 组织 zǔshī organize; 纺织 fǎngzhī spin and weave
藥|[yào] medicine, drug
館|[guǎn] building; 饭馆 restaurant
密|[mì] thick, dense
亮|[liàng] bright, light, shine, loud and clear; 漂亮 piàoliang handsome, beautiful, remarkable, brilliant, smart
律|[lǜ] 法律 fǎlǜ law; 律师 lǜshū lawyer; 纪律 jìlǜ discipline; 旋律 xuánlǜ tune, melody
習|[xí] 练习 liànxí practice; 学习 xuéxí study; 习惯 xíguàn habit
田|[tián] field; 田野 tiányě open country
簡|[jiǎn] 简单 jiǎndān simple; 简体字 jiǎntǐzì simple form character
免|[miǎn] exempt; 避免 bìmiǎn avoid; 免费 miǎnfèi free
毒|[dú] (毒物) poison; (毒品) drug; 病毒 virus
歸|[guī] return
波|[bō] (=波浪 bōlàng) wave; 波长 bīchánga wavelength
型|[xíng] mould, type; 典型 diǎnxíng typical
屋|[wū] (屋子 wūzi) room, (=房屋 fángwū) building; 屋顶 roof
換|[huàn] change, exchange
救|[jiù] help, rescue; 救命 jiùmìng! Help! Save me!
寄|[jì] to mail; 寄生虫 jìshēngchóng parasite
帝|[dì] emperor; 帝国 dìguó empire; 上帝 Shàngdì God
退|[tuì] go backwards, (=后退 hòutuì) retreat; 撤退 chètuì withdraw
洋|[yáng] (=海洋 hǎiyáng) ocean; 太平洋 Tàipíng Yáng Pacific Ocean<br /><br />[yāng] 暖洋洋 nuǎnyāngyāng warm
絲|[sī] silk, thread
湖|[hú] lake; 湖泊 húpō lakes; 湖南 Húnán; 湖北 Húběi
睡|[shuì] (=睡觉 shuìjiào) sleep
勞|[láo] (=劳动 láodòng) labor<br /><br />[lào] encourage, console
婦|[fù] (=妇女 fùnǚ) woman; 夫妇 fūfù married couple
伯|[bó] eldest brother, uncle<br /><br />[bǎi] 大伯子 dàbǎizi eldest brother of one's husband<br /><br />[bai] 叔伯 shūbai cousinship on father's side<br /><br />[bà] (=霸)<br /><br />{Compare with 佰 bǎi hundred}
尼|[ní] 尼姑 Buddhist nun; 尼加拉瓜 Níjiālāguā Nicaragua; 尼龙 nílóng nylon
皮|[pí] (=皮肤 pífū) skin
祖|[zǔ] (祖先 zǔxiān) ancestor; 祖母 zǔmǔ grandmother
雄|[xióng] powerful, male; 英雄 yīngxióng hero; 雄伟 xióngwěi grand; 雄鸡 xióngjī rooster
婚|[hūn] (=结婚 jíehūn) marry; 婚礼 hūnlǐ wedding; 婚姻 hūnyīn marriage
康|[kāng] 健康 jiànkāng health; 康熙字典 Kāngxī Zìdiǎn dictionary compiled in the Kangzi period
評|[píng] criticize, comment, review
追|[zhuī] pursue
哈|[hā] exhale, sip, aha!, {the sound of laughter, etc.}><br /><br />[hǎ] {family name}><br /><br />[hà] 哈撒 hàsa shake, swing; 哈什蚂 hàshimǎ Chinese forest frog
絡|[luò] net, twine<br /><br />[lào] 挂络 guàlào involvement, implication
店|[diàn] (=商店 shāngdiàn) store, shop; 饭店 fàndiàn restaurant
翻|[fān] turn over; 翻译 fānyì translate
環|[huán] ring; 环境 huánjìng environment, surroundings
禮|[lǐ] ceremony; 婚礼 hūnlǐ wedding; 礼貌 lǐmào polite
跑|[pǎo] run<br /><br />[páo] paw the earth
超|[chāo] (=超过 chāoguò) go past, exceed, (=超级 chāojí) super
叶|[yè] (F葉) leaf (of a plant)<br /><br />[xié] harmonize
壓|[yā] press, pressure<br /><br />[yà] 压根 yàgēn from the start, in the first place, altogether, entirely, totally, at all, simply
占|[zhān] fortune telling<br /><br />[zhàn] occupy; 占领 zhànlǐng capture
均|[jūn] even; 平均 píngjūn average
永|[yǒng] (=永远 yǒngyuǎn) always, forever, eternal<br /><br />{Compare with 水 shuǐ water}
烈|[liè] (=强烈 qiángliè) intense; 热烈 ardent; 烈士 martyr
獎|[jiǎng] prize, award; 奖金 bonus; 奖学金 scholarship
婆|[pó] old lady; 老婆 lǎopo wife
趕|[gǎn] catch up
富|[fù] (=富有 fùyǒu) rich; 丰富 fēngfù abundant; 财富 cáifù wealth
蘭|[lán] 兰花 lánhuā orchid
錄|[lù] record; 记录 jìlù take notes; 录音机 tape recorder
畫|[huà] draw, picture
遇|[yù] meet; 遇到 yùdào encounter
頓|[dùn] to pause, meal
藝|[yì] skill, (=艺术 yìshù) art; 文艺 wényì literature and art
普|[pǔ] 普通 pǔtōng common; 普通话 Pǔtōnghuà Common Speach = Mandarin; 普遍 pǔbiàn universal
判|[pàn] judge; 批判 pīpàn criticize
源|[yuán] (=来源 láiyuán) source, origin; 资源 zīyuán resources
億|[yì] 100 million
素|[sù] plain, white, vegetarian; 因素 yīnsù factor, element
船|[chuán] boat, ship; 渡船 dùchuán ferry; 宇宙飞船 yǔzhòu fēichuán "cosmic flying boat" = spaceship
繼|[jì] (=继续 jìxù) continue; 继承 jìchéng inherit
尚|[shàng] esteem; 高尚 gāoshàng noble, lofty<br /><br />[shang] 和尚 héshang monk
嘴|[zuǐ] (嘴巴 zuǐba) mouth; 嘴唇 zuǐchún lip
察|[chá] 观察 guānchá observe; 警察 jǐngchá police
雨|[yǔ] rain; 雨水 rainwater; 暴风雨 bàofēngyǔ rainstorm
優|[yōu] excellent; 优良 fine; 优秀 outstanding; 优越 yōuyuè superior
您|[nín] {polite}> you; 您贵姓 Nín guìxìng? (May I ask for) your family name, Sir/Madame?
險|[xiǎn] (危险 wēixiǎn) danger; 保险 bǎoxiǎn insurance
烟|[yān] (F煙) smoke, cigarette, mist<br /><br />[yīn] (=氤)
階|[jiē] (=台阶) steps; 阶级 class; 军阶 rank; 阶段 phase
擔|[dān] carry on a shoulder pole<br /><br />[dàn] two buckets full, 50 kg.
散|[sàn] break up, distribute, dispel<br /><br />[sǎn] fall apart, scattered
板|[bǎn] board, hard, (F闆) 老板 lǎobǎn shopkeeper, proprietor, boss
钟|[zhōng] (F鐘) bell, clock; 三点钟 3 o'clock, (F鍾) 钟爱 zhōng'ài dote on, {family name}>
訪|[fǎng] (=访问 fǎngwèn) visit; 采访 gather material
妹|[mèi] (妹妹 mèimei) little sister; 姐妹 jiěmèi sisters<br /><br />{Compare with 妺 mò = wife of the last ruler of the Xia dynasty}
伸|[shēn] stretch
佛|[Fó] Buddha; 佛教 Fójiào Buddhism<br /><br />[fú] 仿佛 fǎngfú seem
限|[xiàn] limit, bounds; 有限 limited; 限制 restrict
討|[tǎo] (=讨论 tǎolùn) discuss; 讨厌 tǎoyàn digusting<br /><br />{讨口彩 tǎokǒucǎi = 讨个吉利(话) tǎo ge jílì(huà) to ask for something as a token of good omen}
臨|[lín] overlook, be adjacent to; 临时 temporary
吳|[Wú] {family name}>, Wu Kingdom (222-280 A.D.)
搖|[yáo] shake
跳|[tiào] jump; 跳伞 tiàosǎn parachute; 跳舞 tiàowǔ dance
曲|[qū] (=弯曲 wānqū) curved<br /><br />[qǔ] melody
練|[liàn] white silk, (=练习 liànxí) practice
構|[gòu] 结构 jiégòu structure; 构成 constitute; 构造
玩|[wán] play; 玩具 wánjù toy; 好玩儿 hǎowánr fun
玉|[yù] (玉石 yùshí) jade; 玉米 yùmǐ corn<br /><br />{Compare with 王 wáng king}
犯|[fàn] violate; 犯罪 fànzuì commit a crime; 罪犯 criminal
廠|[chǎng] (=工厂 gōngchǎng) factory
肯|[kěn] be willing to, consent; 肯定 kěndìng definitely
協|[xié] 协作 xiézuò cooperate
幸|[xìng] good fortune, luck; 幸福 xìngfú happy
揮|[huī] wave, wield; command an army; 挥手 wave (one's hand)
效|[xiào] (=效果 xiàoguǒ) effect, result; 有效 yǒuxiào effective
齊|[qí] 整齐 zhěngqí neat; 一齐 yìqí together<br /><br />[zhāi] (=斋)<br /><br />[zī] (=粢)
封|[fēng] to seal; 封建 feudal; 信封 envelope
溫|[wēn] (=温暖 wēnnuǎn) warm; 温度 wēndù temperature
疑|[yí] (怀疑 huáiyí) doubt, suspect; 迟疑 chíyí hesitate
肉|[ròu] flesh, meat; 肌肉 jīròu muscle<br /><br />{Compare with 内 nèi inside}
攻|[gōng] (=进攻 jìngōng, =攻击 gōngjī) attack; 专攻 specialize in studying
紙|[zhǐ] paper; 报纸 bàozhǐ newspaper
策|[cè] plan; 政策 zhèngcè policy
充|[chōng] fill; 充分 chōngfèn full, ample; 充满 chōngmǎn full of
頂|[dǐng] top, {classifier for hats etc.}>; 一顶帽子 yì dǐng màozi a hat
尋|[xún] (=寻找 xúnzhǎo) seek<br /><br />[xín] 寻思 xínsi
寧|[nìng] (=宁愿 nìngyuàn, 宁可 jìngkě) prefer, rather<br /><br />[níng] 宁静 tranquil
沙|[shā] sand; 沙漠 shāmò desert; 沙丘 shāqiū dune; 沙发 shāfā {loan}> sofa
防|[fáng] embankment, guard, protect, anti-
抓|[zhuā] grab, seize, arrest, attract, scratch
例|[lì] (=例子 lìzi) example; 例如 lìrú for instance
股|[gǔ] thigh, section
賣|[mài] sell; 苹果怎么卖? Píngguǒ zěnme mài? How much are the apples?
順|[shùn] along, in the same direction as, obey, suitable
警|[jǐng] 警察 jǐngchá police; 警告 jǐnggào warn
夢|[mèng] dream
劇|[jù] drama, play, opera; 剧烈 jùliè severe
善|[shàn] good; 改善 gǎishàn improve; 善于 be good at
蒙|[méng] to cover, ignorant<br /><br />[mēng] cheat<br /><br />[Měng] 蒙古 Měnggǔ Mongolia
票|[piào] ticket
良|[liáng] (优良 yōuliáng, 良好) good; 良心 liángxīn conscience
范|[fàn] {family name}>; (F範) 范围 fànwéi scope, range; 模范 mófàn model, fine example
堅|[jiān] hard, solid, firmly; 坚持 persist; 坚定 firm
端|[duān] hold sth. level with both hands, extremity, end
靠|[kào] lean on, rely on, keep close to, come up to, near
雜|[zá] mixed; 复杂 fùzá complicated; 杂志 zázhì magazine<br /><br />[zā] 拉里拉杂 lālilāzā rambling
貴|[guì] expensive, valuable
怒|[nù] anger, rage
稿|[gǎo] stalk of grain, draft, sketch, manuscript
拍|[pāi] clap, paddle; 乒乓拍 pīngpāngpāi ping-pong paddle
率|[lǜ] rate, proportion; 频率 pínlǜ frequency<br /><br />[shuài] 率领 shuàilǐng lead, command
舊|[jiù] old (not new) (compare with 老 lǎo old, not young; 新 xīn new)
掉|[diào] drop, fall
啦|[la] corresponding to 了 le plus 啊 a, {interjection indicating excitement/doubt}><br /><br />[lā] 呼啦啦 hūlālā flapping sound<br /><br />[lá] 啦啦 lálá chat, gossip, jaw; 啦呱 láguā chat, gossip
莫|[mò] nothing; not; 莫大 mòdà greatest; 莫名其妙 mòmíngqímiào baffling, inexplicable
授|[shòu] award, give; teach; 教授 jiàoshòu professor
守|[shǒu] guard; 保守 bǎoshǒu conservative
油|[yóu] oil; 汽油 qìyóu gasoline; 酱油 jiàngyóu soy sauce<br /><br />[yōu] 绿油油 lǜyōuyōu bright/fresh green; 碧油油 bìyōuyōu bluish green
恩|[ēn] kindness; 周恩来 Zhōu ēnlái
積|[jī] accumulate; 积极 jījí positive; 面积 area
益|[yì] (=利益 lìyì) advantage, profìt
縣|[xiàn] county; 县长 xiànzhǎng county magistrate
哭|[kū] cry, weep
罷|[bà] stop; 罢工 strike; 罢了 bàle that's all<br /><br />[pí] (=疲) tired, weary, exhausted
庭|[tíng] 家庭 jiātíng family; 法庭 court; 庭院 courtyard
窗|[chuāng] (=窗户 chuānghu, =窗口 chuāngkǒu) window; 窗帘 curtain
揚|[yáng] raise; 发扬 fāyáng develop, promote
忘|[wàng] (=忘记 wàngjì) forget<br /><br />[wáng] 忘八
午|[wǔ] 中午 noon; 上午 morning; 下午 afternoon; 午饭 lunch<br /><br />{Compare with 牛 niú cow}
卡|[kǎ] block, calory, card<br /><br />[qiǎ] checkpoint
雪|[xuě] snow; 雪花 xuěhuā snowflake; 滑雪 huáxuě to ski
菜|[cài] vegetable, dish
牌|[pái] tablet, brand, cards, dominoes; 牌子 páizi sign, label, logo
牛|[niú] ox, cow, bull; 牛奶 niúnǎi milk<br /><br />{Compare with 午 wǔ noon}
脫|[tuō] take off; 脱离 tuōlí break away
博|[bó] abundant, plentiful; 博士 Ph.D.; 博爱 universal love; 博物馆 bóqùguǎn museum
丈|[zhàng] 10 chǐ = 3 1/3 meters, to measure land, male elder relative/person; 丈夫 zhàngfu husband
彈|[dàn] 炸弹 bomb; 子弹 bullet<br /><br />[tán] 弹吉他 play guitar
洲|[zhōu] continent; 亚洲 Yàzhōu Asia; 欧洲 ōuzhōu Europe; 非洲 Fēizhōu Africa
松|[sōng] pine tree; 松鼠 squirrel, (F鬆) loose
坏|[huài] (F壞) bad<br /><br />[pī] (=坯)
鄧|[Dèng] {family name}>
鮮|[xiān] fresh<br /><br />[xiǎn] few, rare; 朝鲜 Korea
短|[duǎn] short (opposite of 长 cháng)
畢|[bì] 毕业 bìyè graduate; 毕竟 bìjìng after all
置|[zhì] put, place; 位置 wèizhi position
楚|[chu] 清楚 qīngchu clear<br /><br />[chǔ] 苦楚 kǔchǔ misery
歐|[ōu] 欧洲 ōuzhōu Europe; 欧姆 ōumǔ ohm
略|[lüè] brief, slight; 略微 lüèwēi slightly
智|[zhì] 智慧 zhìhuì wisdom; 智力 zhìlì intellegence
島|[dǎo] island
抗|[kàng] (=抵抗 dǐkàng) resist; 反抗 revolt; 抗议 protest
妻|[qī] (=妻子 qīzi) wife
抱|[bào] hug, embrace
載|[zài] carry, be loaded with<br /><br />[zǎi] 记载 put down in writing
敗|[bài] (失败 shībài) lose, be defeated; 腐败 fǔbài corrupt
槍|[qiāng] gun<br /><br />[chēng] 欃枪 chánchēng comet
適|[shì] 合适 héshì suitable, appropriate<br /><br />[dí] 适从 dícóng follow, go to
虛|[xū] empty, void; 谦虚 qiānxū modest; 虚心 xūxīn open-minded; 空虚 kōngxū hollow
預|[yù] 预备 prepare; 预先 beforehand; 预报 forecast
睛|[jīng] eye<br /><br />[jing] 眼睛 yǎnjing eye
刺|[cì] thorn, prick, stab, irritate, (=刺杀 cìshā) assassinate<br /><br />[cī] wham
爹|[diē] dad; 爹爹 diēdie daddy; 爹地 diēdì daddy
紛|[fēn] 纷纷 one after another; 纠纷 jiūfēn dispute; 纷乱
介|[jiè] 介绍 jièshào introduce; 介词 preposition
括|[kuò] 包括 bāokuò include; 概括 gàikuò generalize
銷|[xiāo] melt (metal), remove, sell; 脱销 sold out
降|[jiàng] fall, descend<br /><br />[xiáng] 投降 tóuxiáng surrender
魚|[yú] fish; 金鱼 jīnyú goldfish; 鲨鱼 shāyú shark
奔|[bēn] run fast, flee<br /><br />[bèn] go straight towards
忍|[rěn] endure, tolerate; 忍不住 rénbuzhù can't bear, can't resist
宗|[zōng] ancestor, clan, faction; 宗教 religion; 祖宗 ancestry
盤|[pán] disk, tray; 算盘 suànpán abacus; 棋盘 chessboard
耳|[ěr] (=耳朵 ěrduo) ear; 耳机 earphone, headphones
野|[yě] wild
訊|[xùn] interrogate; 通讯 tōngxùn news report
配|[pèi] match, deserve; 分配 distribute; 配合 pèihé cooperate
禁|[jìn] (禁止 jìnzhǐ) prohibit<br /><br />[jīn] endure; 不禁 bùjīn can't resist (doing something)
索|[suǒ] rope; 思索 sīsuǒ think deeply; 索性 suǒxìng simply, just
趙|[Zhào] {family name}>
默|[mò] silent; 默默 mòmò silently; 沉默 chénmò reticent; 幽默 yōumò humor
徒|[tú] on foot, follower; 徒弟 túdi apprentice; 匪徒 fěitú gangster
架|[jià] frame, rack, shelf, put up, {classifier for planes, radios etc.}>; 一架飞机 yí jià fēijī an aeroplane; 书架 shūjià bookshelf
燈|[dēng] lamp
峰|[fēng] mountain peak
狀|[zhuàng] (=状态 zhuàngtài, =状况 zhuàngkuàng) condition, state of affairs
款|[kuǎn] fund
移|[yí] (=移动 yídòng) move; 转移 shift, transform; 移植 transplant
爸|[bà] dad; 爸爸 bàba daddy
托|[tuō] hold in the palm, rely on; 委托 wěituō entrust
洪|[hóng] (=洪水 hóngshuǐ) flood, vast, {family name}>; 洪亮 hóngliàng loud and clear, magnanimity
升|[shēng] liter, rise, ascend
伙|[huǒ] {classifier for groups, crowds, bands etc.}>, group of people. (=伙伴 huǒbàn) partner; 家伙 jiāhuo fellow
訂|[dìng] conclude (compare with 定 dìng decide)
毫|[háo] long fine hair, milli-; 毫不 háobù not at all
狐|[hú] 狐狸 húli fox
鎮|[zhèn] town, press down, calm, cool
床|[chuáng] bed; 床单 chuángdān sheet; 河床 river bed
互|[hù] 互相 hùxiāng each other; 相互 xiānghù mutually, reciprocal
套|[tào] set, cover; 手套 glove; 一套衣服 yí tào yīfu a (full) suit (of clothing)
旅|[lǚ] (=旅行 lǚxíng) travel; 旅馆 lǚguǎn inn; 旅行社 lǚxíngshè travel agency
逃|[táo] (逃跑 táopǎo) escape, flee
罵|[mà] curse; 妈妈骂马吗? Māma mà mǎ ma? Does mama curse the horse?
輸|[shū] transport, lose (compare with 赢 yíng win)
唱|[chàng] sing; 唱歌
靖|[jìng] 绥靖 suíjìng pacify, appease
秘|[mì] 秘密 mìmì secret; 秘书 secretary<br /><br />[bì] 秘鲁 Peru
詞|[cí] word; 词典 cídiǎn dictionary; 动词 dòngxí verb; 词汇 cíhuì vocabulary
困|[kùn] (=困难 kùnnán) difficult, (F睏) tired
淚|[lèi] (眼泪, 泪水) tear; 泪珠 teardrop
熟|[shú] cooked, ripe, familiar; 熟悉 shúxī know well<br /><br />[shóu] {colloquial variant}>
財|[cái] wealth; 发财 fācài get rich
鬼|[guǐ] ghost; (魔鬼 móguǐ) devil; 鬼子 guǐzi foreign devil
骨|[gǔ] (骨头 gǔtou) bone<br /><br />[gū] 骨碌 gūlu roll
申|[shēn] explain<br /><br />{Compare with 甲 jiǎ helmet and 由 yóu from}
欲|[yù] desire, wish; 欲望 yùwàng desire, lust
征|[zhēng] journey; 长征 The Long March, attack, (F徵) evidence, levy
私|[sī] (私人) personal, (=私有 sīyǒu) privately owned, be private, (=自私 zìsī) selfish
舞|[wǔ] (跳舞 tiàowǔ) dance
秋|[qiū] autumn, fall; 春夏秋冬 chūnxiàiūdōng the four seasons
巨|[jù] (=巨大 jùdà) huge, gigantic
迎|[yíng] (欢迎 huānyíng) welcome
秀|[xiù] 优秀 yōuxiù excellent; 秀才 xiùcai scholar
搞|[gǎo] do
丁|[dīng] 4th in a series, cubes (in food preparation), {family name}><br /><br />[zhēng] 丁丁 zhēngzhēng clang, clank
吸|[xī] inhale; 呼吸 hūxī breathe; 吸收 xīshōu absorb; 吸引 xīyǐn attract
審|[shěn] 审判 shěnpàn bring to trial; 审问 interrogate
遍|[biàn] all over, everywhere; 普遍 universal, {classifier for repetitive times/occurrences}>; 再说一遍! Zài shuō yí biàn! Say (it) once more!
牆|[qiáng] (=墙壁 qiángbì) wall
朱|[zhū] vermilion, bright red
聖|[shèng] holy; 圣人 sage, saint; 圣诞节 Shèngdànjié Christmas
避|[bì] (避免 bìmiǎn) avoid; 逃避 táobì escape, evade
躍|[yuè] leap
忌|[jì] envy, avoid, quit; 忌讳 jìhui taboo
桌|[zhuō] table; 一张桌子 yì zhāng zhuōzi one table
執|[zhí] hold in hand; 执行 zhíxíng carry out
悲|[bēi] 悲哀 grieved; 悲观 pessimistic; 悲剧 tragedy
域|[yù] (math:) field; 领域 territory; 流域 valley; 区域 region
曉|[xiǎo] dawn; (晓得 xiǎode) know
弄|[nòng] do; 弄臣 nòngchén court jester<br /><br />[lòng] 里弄 alley
亡|[wáng] flee, lose, die
橋|[qiáo] bridge
輩|[bèi] generation; 先辈 older generation, ancestors
閃|[shǎn] (闪开) get out of the way, flash; 闪电 lightning
